country_name, 1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
Italy,0.860,0.876*,0.892*,0.908*,0.924*,0.940,0.966*,0.992*,1.018*,1.044*,1.070,1.098*,1.126*,1.154*,1.182*,1.210,1.240*,1.270*,1.300*,1.330*,1.360,1.388*,1.416*,1.444*,1.472*,1.500,1.542*,1.584*,1.626*,1.668*,1.710,1.746*,1.782*,1.818*,1.854*,1.890,1.908*,1.926*,1.944*,1.962*,1.980,2.032*,2.084*,2.136*,2.188*,2.240,2.302*,2.364*,2.426*,2.488*,2.550,2.610*,2.670*,2.730*,2.790*,2.850,2.896*,2.942*,2.988*,3.034*,3.080,3.136*,3.192*,3.248*,3.304*,3.360,3.432*,3.504*,3.576*,3.648*,3.720,3.806*,3.892*,3.978*,4.064*,4.150,4.200*,4.250*,4.300*,4.350*,4.400,4.462*,4.524*,4.586*,4.648*,4.710,4.782*,4.854*,4.926*,4.998*,5.070,5.142*,5.214*,5.286*,5.358*,5.430,5.518*,5.606*,5.694*,5.782*,5.870,5.986*,6.102*,6.218*,6.334*,6.450,6.578*,6.706*,6.834*,6.962*,7.090,7.198*,7.306*,7.414*,7.522*,7.630,7.768*,7.906*,8.044*,8.182*,8.320,8.464*,8.608*,8.752*,8.896*,9.040,9.178*,9.316*,9.454*,9.592*,9.730,9.824*,9.918*,10.012*,10.106*,10.200,10.302*,10.404*,10.506*,10.608*,10.710,10.790*,10.870*,10.950*,11.030*,11.110,11.190*,11.270*,11.350*,11.430*,11.510,
Malta,0.310,0.322*,0.334*,0.346*,0.358*,0.370,0.384*,0.398*,0.412*,0.426*,0.440,0.456*,0.472*,0.488*,0.504*,0.520,0.540*,0.560*,0.580*,0.600*,0.620,0.642*,0.664*,0.686*,0.708*,0.730,0.814*,0.898*,0.982*,1.066*,1.150,1.200*,1.250*,1.300*,1.350*,1.400,1.420*,1.440*,1.460*,1.480*,1.500,1.552*,1.604*,1.656*,1.708*,1.760,1.804*,1.848*,1.892*,1.936*,1.980,2.018*,2.056*,2.094*,2.132*,2.170,2.194*,2.218*,2.242*,2.266*,2.290,2.342*,2.394*,2.446*,2.498*,2.550,2.602*,2.654*,2.706*,2.758*,2.810,2.866*,2.922*,2.978*,3.034*,3.090,3.136*,3.182*,3.228*,3.274*,3.320,3.434*,3.548*,3.662*,3.776*,3.890,4.010*,4.130*,4.250*,4.370*,4.490,4.612*,4.734*,4.856*,4.978*,5.100,5.292*,5.484*,5.676*,5.868*,6.060,6.216*,6.372*,6.528*,6.684*,6.840,6.974*,7.108*,7.242*,7.376*,7.510,7.684*,7.858*,8.032*,8.206*,8.380,8.542*,8.704*,8.866*,9.028*,9.190,9.364*,9.538*,9.712*,9.886*,10.060,10.134*,10.208*,10.282*,10.356*,10.430,10.464*,10.498*,10.532*,10.566*,10.600,10.692*,10.784*,10.876*,10.968*,11.060,11.154*,11.248*,11.342*,11.436*,11.530,11.642*,11.754*,11.866*,11.978*,12.090,
Papua New Guinea,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.610,4.656*,4.702*,4.748*,4.794*,4.840,
Singapore,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.540,12.644*,12.748*,12.852*,12.956*,13.060,
Cyprus,0.290,0.302*,0.314*,0.326*,0.338*,0.350,0.364*,0.378*,0.392*,0.406*,0.420,0.438*,0.456*,0.474*,0.492*,0.510,0.530*,0.550*,0.570*,0.590*,0.610,0.644*,0.678*,0.712*,0.746*,0.780,0.818*,0.856*,0.894*,0.932*,0.970,0.998*,1.026*,1.054*,1.082*,1.110,1.148*,1.186*,1.224*,1.262*,1.300,1.370*,1.440*,1.510*,1.580*,1.650,1.714*,1.778*,1.842*,1.906*,1.970,2.026*,2.082*,2.138*,2.194*,2.250,2.304*,2.358*,2.412*,2.466*,2.520,2.560*,2.600*,2.640*,2.680*,2.720,2.744*,2.768*,2.792*,2.816*,2.840,2.888*,2.936*,2.984*,3.032*,3.080,3.224*,3.368*,3.512*,3.656*,3.800,3.938*,4.076*,4.214*,4.352*,4.490,4.668*,4.846*,5.024*,5.202*,5.380,5.484*,5.588*,5.692*,5.796*,5.900,5.992*,6.084*,6.176*,6.268*,6.360,6.492*,6.624*,6.756*,6.888*,7.020,7.194*,7.368*,7.542*,7.716*,7.890,8.100*,8.310*,8.520*,8.730*,8.940,9.122*,9.304*,9.486*,9.668*,9.850,9.936*,10.022*,10.108*,10.194*,10.280,10.388*,10.496*,10.604*,10.712*,10.820,10.694*,10.568*,10.442*,10.316*,10.190,10.504*,10.818*,11.132*,11.446*,11.760,11.828*,11.896*,11.964*,12.032*,12.100,12.164*,12.228*,12.292*,12.356*,12.420,
Armenia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.450,10.468*,10.486*,10.504*,10.522*,10.540,
Tajikistan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.160,10.152*,10.144*,10.136*,10.128*,10.120,
Lesotho,0.030,0.034*,0.038*,0.042*,0.046*,0.050,0.054*,0.058*,0.062*,0.066*,0.070,0.076*,0.082*,0.088*,0.094*,0.100,0.110*,0.120*,0.130*,0.140*,0.150,0.164*,0.178*,0.192*,0.206*,0.220,0.236*,0.252*,0.268*,0.284*,0.300,0.316*,0.332*,0.348*,0.364*,0.380,0.410*,0.440*,0.470*,0.500*,0.530,0.552*,0.574*,0.596*,0.618*,0.640,0.664*,0.688*,0.712*,0.736*,0.760,0.840*,0.920*,1.000*,1.080*,1.160,1.212*,1.264*,1.316*,1.368*,1.420,1.456*,1.492*,1.528*,1.564*,1.600,1.654*,1.708*,1.762*,1.816*,1.870,1.936*,2.002*,2.068*,2.134*,2.200,2.280*,2.360*,2.440*,2.520*,2.600,2.654*,2.708*,2.762*,2.816*,2.870,2.920*,2.970*,3.020*,3.070*,3.120,3.184*,3.248*,3.312*,3.376*,3.440,3.496*,3.552*,3.608*,3.664*,3.720,3.798*,3.876*,3.954*,4.032*,4.110,4.186*,4.262*,4.338*,4.414*,4.490,4.554*,4.618*,4.682*,4.746*,4.810,4.898*,4.986*,5.074*,5.162*,5.250,5.360*,5.470*,5.580*,5.690*,5.800,5.914*,6.028*,6.142*,6.256*,6.370,6.538*,6.706*,6.874*,7.042*,7.210,6.984*,6.758*,6.532*,6.306*,6.080,6.152*,6.224*,6.296*,6.368*,6.440,6.528*,6.616*,6.704*,6.792*,6.880,
Bangladesh,0.010,0.012*,0.014*,0.016*,0.018*,0.020,0.020*,0.020*,0.020*,0.020*,0.020,0.022*,0.024*,0.026*,0.028*,0.030,0.030*,0.030*,0.030*,0.030*,0.030,0.032*,0.034*,0.036*,0.038*,0.040,0.044*,0.048*,0.052*,0.056*,0.060,0.088*,0.116*,0.144*,0.172*,0.200,0.226*,0.252*,0.278*,0.304*,0.330,0.352*,0.374*,0.396*,0.418*,0.440,0.436*,0.432*,0.428*,0.424*,0.420,0.436*,0.452*,0.468*,0.484*,0.500,0.516*,0.532*,0.548*,0.564*,0.580,0.594*,0.608*,0.622*,0.636*,0.650,0.670*,0.690*,0.710*,0.730*,0.750,0.770*,0.790*,0.810*,0.830*,0.850,0.866*,0.882*,0.898*,0.914*,0.930,0.934*,0.938*,0.942*,0.946*,0.950,0.966*,0.982*,0.998*,1.014*,1.030,1.078*,1.126*,1.174*,1.222*,1.270,1.298*,1.326*,1.354*,1.382*,1.410,1.454*,1.498*,1.542*,1.586*,1.630,1.766*,1.902*,2.038*,2.174*,2.310,2.422*,2.534*,2.646*,2.758*,2.870,2.926*,2.982*,3.038*,3.094*,3.150,3.264*,3.378*,3.492*,3.606*,3.720,3.930*,4.140*,4.350*,4.560*,4.770,4.918*,5.066*,5.214*,5.362*,5.510,5.652*,5.794*,5.936*,6.078*,6.220,6.328*,6.436*,6.544*,6.652*,6.760,6.854*,6.948*,7.042*,7.136*,7.230,
Kyrgyzstan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.050,11.076*,11.102*,11.128*,11.154*,11.180,
Mexico,0.380,0.394*,0.408*,0.422*,0.436*,0.450,0.468*,0.486*,0.504*,0.522*,0.540,0.558*,0.576*,0.594*,0.612*,0.630,0.646*,0.662*,0.678*,0.694*,0.710,0.724*,0.738*,0.752*,0.766*,0.780,0.794*,0.808*,0.822*,0.836*,0.850,0.896*,0.942*,0.988*,1.034*,1.080,1.130*,1.180*,1.230*,1.280*,1.330,1.358*,1.386*,1.414*,1.442*,1.470,1.470*,1.470*,1.470*,1.470*,1.470,1.496*,1.522*,1.548*,1.574*,1.600,1.620*,1.640*,1.660*,1.680*,1.700,1.756*,1.812*,1.868*,1.924*,1.980,2.034*,2.088*,2.142*,2.196*,2.250,2.248*,2.246*,2.244*,2.242*,2.240,2.232*,2.224*,2.216*,2.208*,2.200,2.232*,2.264*,2.296*,2.328*,2.360,2.398*,2.436*,2.474*,2.512*,2.550,2.644*,2.738*,2.832*,2.926*,3.020,3.112*,3.204*,3.296*,3.388*,3.480,3.622*,3.764*,3.906*,4.048*,4.190,4.354*,4.518*,4.682*,4.846*,5.010,5.188*,5.366*,5.544*,5.722*,5.900,6.056*,6.212*,6.368*,6.524*,6.680,6.818*,6.956*,7.094*,7.232*,7.370,7.488*,7.606*,7.724*,7.842*,7.960,8.148*,8.336*,8.524*,8.712*,8.900,8.956*,9.012*,9.068*,9.124*,9.180,9.274*,9.368*,9.462*,9.556*,9.650,9.756*,9.862*,9.968*,10.074*,10.180,
Morocco,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.016*,0.022*,0.028*,0.034*,0.040,0.046*,0.052*,0.058*,0.064*,0.070,0.076*,0.082*,0.088*,0.094*,0.100,0.112*,0.124*,0.136*,0.148*,0.160,0.166*,0.172*,0.178*,0.184*,0.190,0.196*,0.202*,0.208*,0.214*,0.220,0.228*,0.236*,0.244*,0.252*,0.260,0.268*,0.276*,0.284*,0.292*,0.300,0.318*,0.336*,0.354*,0.372*,0.390,0.414*,0.438*,0.462*,0.486*,0.510,0.558*,0.606*,0.654*,0.702*,0.750,0.810*,0.870*,0.930*,0.990*,1.050,1.126*,1.202*,1.278*,1.354*,1.430,1.520*,1.610*,1.700*,1.790*,1.880,1.994*,2.108*,2.222*,2.336*,2.450,2.570*,2.690*,2.810*,2.930*,3.050,3.168*,3.286*,3.404*,3.522*,3.640,3.730*,3.820*,3.910*,4.000*,4.090,4.198*,4.306*,4.414*,4.522*,4.630,4.758*,4.886*,5.014*,5.142*,5.270,5.446*,5.622*,5.798*,5.974*,6.150,6.286*,6.422*,6.558*,6.694*,6.830,
Colombia,0.320,0.330*,0.340*,0.350*,0.360*,0.370,0.380*,0.390*,0.400*,0.410*,0.420,0.432*,0.444*,0.456*,0.468*,0.480,0.486*,0.492*,0.498*,0.504*,0.510,0.512*,0.514*,0.516*,0.518*,0.520,0.586*,0.652*,0.718*,0.784*,0.850,0.880*,0.910*,0.940*,0.970*,1.000,1.088*,1.176*,1.264*,1.352*,1.440,1.476*,1.512*,1.548*,1.584*,1.620,1.654*,1.688*,1.722*,1.756*,1.790,1.834*,1.878*,1.922*,1.966*,2.010,2.042*,2.074*,2.106*,2.138*,2.170,2.200*,2.230*,2.260*,2.290*,2.320,2.336*,2.352*,2.368*,2.384*,2.400,2.426*,2.452*,2.478*,2.504*,2.530,2.500*,2.470*,2.440*,2.410*,2.380,2.450*,2.520*,2.590*,2.660*,2.730,2.804*,2.878*,2.952*,3.026*,3.100,3.174*,3.248*,3.322*,3.396*,3.470,3.572*,3.674*,3.776*,3.878*,3.980,4.070*,4.160*,4.250*,4.340*,4.430,4.542*,4.654*,4.766*,4.878*,4.990,5.118*,5.246*,5.374*,5.502*,5.630,5.736*,5.842*,5.948*,6.054*,6.160,6.264*,6.368*,6.472*,6.576*,6.680,6.768*,6.856*,6.944*,7.032*,7.120,7.208*,7.296*,7.384*,7.472*,7.560,7.918*,8.276*,8.634*,8.992*,9.350,9.436*,9.522*,9.608*,9.694*,9.780,9.864*,9.948*,10.032*,10.116*,10.200,
Tanzania,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.410,6.502*,6.594*,6.686*,6.778*,6.870,
Saudi Arabia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.340,9.444*,9.548*,9.652*,9.756*,9.860,
Qatar,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.460,8.472*,8.484*,8.496*,8.508*,8.520,
Netherlands,2.940,2.954*,2.968*,2.982*,2.996*,3.010,3.030*,3.050*,3.070*,3.090*,3.110,3.128*,3.146*,3.164*,3.182*,3.200,3.216*,3.232*,3.248*,3.264*,3.280,3.298*,3.316*,3.334*,3.352*,3.370,3.388*,3.406*,3.424*,3.442*,3.460,3.494*,3.528*,3.562*,3.596*,3.630,3.664*,3.698*,3.732*,3.766*,3.800,3.838*,3.876*,3.914*,3.952*,3.990,4.024*,4.058*,4.092*,4.126*,4.160,4.198*,4.236*,4.274*,4.312*,4.350,4.380*,4.410*,4.440*,4.470*,4.500,4.546*,4.592*,4.638*,4.684*,4.730,4.774*,4.818*,4.862*,4.906*,4.950,4.988*,5.026*,5.064*,5.102*,5.140,5.340*,5.540*,5.740*,5.940*,6.140,6.152*,6.164*,6.176*,6.188*,6.200,6.210*,6.220*,6.230*,6.240*,6.250,6.498*,6.746*,6.994*,7.242*,7.490,7.688*,7.886*,8.084*,8.282*,8.480,8.640*,8.800*,8.960*,9.120*,9.280,9.398*,9.516*,9.634*,9.752*,9.870,9.940*,10.010*,10.080*,10.150*,10.220,10.294*,10.368*,10.442*,10.516*,10.590,10.648*,10.706*,10.764*,10.822*,10.880,10.932*,10.984*,11.036*,11.088*,11.140,11.142*,11.144*,11.146*,11.148*,11.150,11.262*,11.374*,11.486*,11.598*,11.710,11.716*,11.722*,11.728*,11.734*,11.740,11.756*,11.772*,11.788*,11.804*,11.820,
Yemen,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.012*,0.014*,0.016*,0.018*,0.020,0.020*,0.020*,0.020*,0.020*,0.020,0.020*,0.020*,0.020*,0.020*,0.020,0.020*,0.020*,0.020*,0.020*,0.020,0.022*,0.024*,0.026*,0.028*,0.030,0.030*,0.030*,0.030*,0.030*,0.030,0.032*,0.034*,0.036*,0.038*,0.040,0.044*,0.048*,0.052*,0.056*,0.060,0.062*,0.064*,0.066*,0.068*,0.070,0.072*,0.074*,0.076*,0.078*,0.080,0.114*,0.148*,0.182*,0.216*,0.250,0.328*,0.406*,0.484*,0.562*,0.640,0.762*,0.884*,1.006*,1.128*,1.250,1.354*,1.458*,1.562*,1.666*,1.770,1.906*,2.042*,2.178*,2.314*,2.450,2.584*,2.718*,2.852*,2.986*,3.120,3.264*,3.408*,3.552*,3.696*,3.840,4.000*,4.160*,4.320*,4.480*,4.640,4.824*,5.008*,5.192*,5.376*,5.560,
United Arab Emirates,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.350,9.394*,9.438*,9.482*,9.526*,9.570,
